"Protein","Placenta_19_R1_Core","Placenta_19_R1_STB","Placenta_19_R2_Core","Placenta_19_R2_STB","Placenta_19_R3_STB","Placenta_19_R5_Core","Placenta_19_R5_STB","Placenta_23_R1_Core","Placenta_23_R1_STB","Placenta_23_R2_Core","Placenta_23_R2_STB","Placenta_23_R3_Core","Placenta_23_R3_STB","Placenta_23_R4_Core","Placenta_23_R4_STB","Placenta_23_R5_Core","Placenta_23_R5_STB","Placenta_26_R1_Core","Placenta_26_R1_STB","Placenta_26_R2_Core","Placenta_26_R2_STB","Placenta_26_R3_Core","Placenta_26_R3_STB","Placenta_26_R4_STB","Placenta_26_R5_Core","Placenta_26_R5_STB"
"Protein282",2.71416293253871,1.67265664083799,4.18212256325531,1.76887429861377,1.3774770830487,3.57796495129933,2.45470552629664,4.17517909010246,0.9969192913428,2.92742309727967,2.05679982057183,3.4751943091699,1.42486881474758,2.01277292121036,0.81756811867138,2.85101297729544,1.3099801113912,3.18962014397068,-0.836434001983626,3.96272268334452,3.1057883101148,2.89518301874627,0.847730323987109,0.659429869566392,3.47282734376335,1.90746149385008
"Protein283",-0.0591838630904924,1.19346084537535,0.0872408731204679,1.11866798051047,0.667331937341839,-0.0428653772049845,1.79015419057,0.381287381170644,1.61110832341222,0.506279773594253,0.346766978155058,-0.610141853969871,1.1790731271123,0.867927373760164,1.15592943832696,-0.992647835451123,0.829479101309577,0.379863694174404,0.994650103851985,1.20288823329664,1.388892376636,-0.56300185649004,0.948134379402475,1.34451328357526,-1.06157820545832,1.43948688163989
"Protein284",0.205983703351006,1.33448781632863,-0.0751066063751509,1.26192311643523,0.627877353113474,1.81173206851557,1.2933313661963,-0.207600330657357,0.94360775204238,1.3361396201228,0.994013290914474,0.685248059234169,1.05356613889338,1.18560484807909,0.850293453966585,0.0717083415396047,1.6407893046323,1.69448854155812,0.74078101435486,1.31729144394764,0.999726778379474,1.19962291653535,1.5470367430126,1.31424078162943,1.52811985808096,2.43941120643671
"Protein285",1.41662903708573,0.219031751718092,2.25628135318739,0.152419667498395,-0.0389915946877482,2.93837195202696,0.573488050318417,2.44526672969203,-0.158873903594602,1.66924275318793,0.567999799870542,1.10958964384671,-0.32958830255854,1.189431098146,-0.148572325137601,1.27034146415063,0.186442688108215,2.30169131549638,-0.500716102641732,2.23188152805859,0.997209677768206,1.74236179308098,-1.19459443599019,0.565025594823407,2.08131943481335,0.375113863970451
"Protein286",-1.55595973905184,-0.183674846722636,0.604074996403131,0.260932878354126,0.117144847810184,-1.47925287366122,0.707130952776055,-1.28682836388785,0.0744618390802412,-1.79571346180608,0.806467996801189,-0.308566169230234,0.580478344197504,-1.26900587266176,0.0535782301890189,NA,0.233000567118147,-1.08821629644892,0.0842463980794257,-2.40188346743338,0.376183266863698,-1.36469564782391,0.498891727017764,0.50954659840232,-2.00193384807844,-0.0669943047574897
"Protein287",NA,-0.684099202209766,0.381182000641829,1.49217750733245,0.00464438232046227,-2.19738956193361,0.64785830148403,NA,-0.164629345938485,NA,0.620255390356282,0.476243457672144,1.15924318818222,-1.60501851933633,-0.815782225277689,NA,1.18502216582529,-1.14892757931271,-0.945539004325632,-2.62477646319468,0.315644975797993,0.316945663194808,0.276100945568913,-0.272468367237025,NA,0.206279361977391
"Protein288",NA,-1.52064546894014,-1.4485559106444,-1.32258987868096,-1.30002430849202,-2.52822501950021,-1.09653455065595,NA,-0.790377102803909,-1.60977339227287,-1.97571645442206,-2.16574832937898,-1.02045665372952,NA,-1.28556224614367,NA,-0.630412168926471,-1.91469974533589,-1.34636428034833,-1.5462093413505,-1.00127429175994,-1.90538648562718,-1.03296906021532,-0.718348378657122,-2.65348146179412,-0.350280629481251
"Protein289",NA,0.212066764314092,NA,0.705112989984515,0.16875369668058,0.822617065712037,0.745168613087522,NA,1.14366086835486,NA,0.912529731388995,NA,0.00252140391623001,1.0783852851368,1.17848751441834,-1.87394670904892,0.203304148845698,NA,-0.0665811623620787,NA,1.1374580218674,0.713301055445301,0.542443531660613,0.245421372101582,1.95574550290895,1.0147966331288
"Protein290",2.7740110429294,3.36090883352474,2.52069580550986,1.85486441600376,2.66818883088738,1.05324988651143,3.49826851772141,2.29853296455172,3.03239181287878,2.03783389888057,3.51475985777615,2.15667117176696,2.89771008067006,2.10950449287125,3.36952600865064,1.65024296225486,3.04346970885135,2.53249609764387,3.01751540885343,1.90903247087326,3.27577390639945,2.72277452049221,3.0457451276753,3.19409960179392,1.92380643833371,3.20489368158135
"Protein291",NA,0.981177464133303,-2.89293478809023,0.705962697750653,1.26431249990963,NA,1.41272124677206,-1.21297241981077,1.32354216052061,NA,1.3275264271574,-2.39069536877938,0.681990327439991,NA,1.06976819713717,-3.41721942009432,1.19715760930027,-1.63383026082919,1.50112058470505,-2.71532369642865,1.34334417452867,NA,1.2295894876483,0.65809733876759,-2.92299021886763,1.56638241392679
"Protein292",1.67008074234093,2.64126386308913,1.50570322019192,2.49371815551255,2.50216742845151,1.75253937344711,2.64650159425433,2.43927167372066,2.32433107169654,1.99285669088825,2.66049511358933,2.00963519468386,2.48030027563632,2.14470905588849,2.61821902193731,1.08363040881936,2.70120875036577,2.54949715597418,2.33952827204836,2.45019553410643,2.58886881492281,2.1691885149739,2.56834712105921,2.57348281236556,1.50139994305379,2.53112745673687
"Protein293",NA,1.60510673433858,NA,NA,0.935519818686288,NA,1.87935026581501,NA,1.74087959533739,NA,1.01784528079083,NA,NA,NA,1.1860756768387,NA,1.34587479423422,NA,1.39646097341858,NA,1.20754126901674,NA,1.12826529615183,1.01840584710479,NA,1.60605462207582
"Protein294",NA,NA,NA,NA,NA,NA,-1.97698330767381,-3.41893522867548,-3.37249838029953,NA,NA,NA,NA,NA,NA,NA,-1.56466673643099,NA,NA,NA,NA,NA,-2.42902421836985,NA,NA,NA
"Protein295",0.966574873393277,2.33311341565707,0.286378556847021,1.85086148469625,1.58907528010274,0.614361669887176,2.26983817980697,1.13439238340257,1.47294710622831,1.57257506996566,1.49720286813918,0.967959814508513,1.7558732454206,1.24376006289972,1.92445993901791,0.138861793538151,2.10709026848719,1.78881681418246,2.01513846292557,1.73464211218842,1.62286329715755,1.05233747932769,1.80989862183046,2.24064537789548,0.486410582667762,2.22710833091845
"Protein296",NA,-0.537310929011644,NA,0.0984968157963593,-0.0924666876657447,0.66647613725489,0.379949359961998,-0.302007336436599,-1.1971769712463,NA,0.300481026640231,NA,0.0080821544401779,NA,0.481293547480405,NA,0.681107893092847,-0.945812147280073,NA,-0.275097368946152,-0.365967107606483,-0.23623866971981,-0.000740168007908437,-0.433880750746091,-3.1978466777352,-2.17078091008709
"Protein297",NA,1.94370820021926,NA,1.81877137886389,1.20536972185991,NA,2.09000712513834,NA,2.13007570419579,NA,1.9126997366504,NA,2.07118639662676,NA,1.91986802384218,NA,2.08139464075074,NA,2.37076353076269,NA,2.42102188132027,NA,1.75902536935339,2.07582021679877,NA,2.21209776734771
"Protein298",NA,1.94370820021926,NA,1.81877137886389,1.20536972185991,NA,2.09000712513834,NA,2.09033162279254,NA,1.9126997366504,NA,2.07118639662676,NA,1.91986802384218,NA,2.08139464075074,NA,2.37076353076269,NA,2.51541108082379,NA,1.75902536935339,1.8794783799648,NA,2.07569269161909
"Protein299",NA,-0.0448990271891976,NA,-0.522520907763591,-1.26887195652799,NA,-0.120311566903986,NA,-0.400475374038177,NA,-0.0427483276434373,-3.66786370070053,-1.61483863432418,-4.35396303377502,-0.262749656748111,NA,-0.0740779897489094,-2.64969455490902,-0.592670744225108,NA,0.390484345339484,-4.03251054663335,-0.212938176179023,-0.399140394361417,NA,0.254283648289903
"Protein300",2.00594826572323,0.45272685003245,1.10293451393111,0.522301422466727,0.618307441970859,1.6085968986089,0.752054113620182,1.35744602381162,0.619954209694022,1.49399962605082,0.901594734028407,1.59431745885916,-1.21230827404229,1.41273188876319,0.696704693860824,0.829339111036784,0.613576603641553,1.97372079448892,0.220553000785456,1.29011099294027,1.10518029782479,2.11257057497774,0.405469025006198,-0.446180024435132,1.80466961173653,0.374448384618647
"Protein301",-0.51929737852126,NA,-1.35513769769193,NA,NA,-1.43752236138619,NA,-1.77616158911789,NA,-1.92846331097526,-2.8037334117693,-1.39966502354506,NA,-2.05833989802214,-2.57458682159976,-1.48457296004753,-3.0707150561125,-0.539069823157124,NA,-1.77279483996313,-2.24316103671088,-0.587499530874393,NA,NA,-0.844867780503594,NA
"Protein302",NA,0.757756353328972,NA,NA,0.324288986822108,-1.57976523957194,0.849199190191558,NA,NA,NA,NA,NA,0.330996802782542,NA,0.107107909113369,-5.42665571865676,NA,NA,-0.879342644958783,NA,-2.38676961976025,NA,1.2756068909397,0.657657350323415,NA,0.903189711297761
"Protein303",-1.55396212603184,0.772465556043201,-2.52832445129633,-0.692240132848597,0.157905320807972,-0.911976380703225,0.80211898908714,-0.673010050817892,0.470645128695995,-1.93367219231948,0.350581481642954,NA,NA,NA,0.439540058573174,-2.51370224555304,0.745860145377595,NA,0.692721185376321,-1.03437373762351,0.896087076922337,-0.32156780556986,1.01241366939795,0.489587526410409,NA,0.503403823472166
"Protein304",NA,NA,NA,NA,NA,NA,-1.47494569443988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76513069567461,NA,NA,NA,-1.34637217637832,-1.68129210431037,NA,NA
"Protein305",3.33973214759447,3.223121262149,3.68420502051269,2.61580163917892,3.38385094609436,3.09374652796191,3.48493784872465,3.16951334226904,3.05669282892872,3.28217669609505,3.43531278882973,3.25785595051154,2.95909787653833,2.7599606086115,3.30641468924154,2.79991822184993,2.471025801377,3.64102720718123,3.73418237500926,3.4023613107314,3.29539141775708,3.48350929541208,3.31383882597625,3.3853521222902,3.14749853797681,3.63385606395906
"Protein306",-1.15831256854395,-0.921237287663839,-1.07424452506003,-1.2982515436156,-0.747182909719548,-0.827280040704697,-0.851144737136298,-0.828619801395836,-1.11807378119365,-0.615575908188703,-1.212896309141,-1.00380427397949,-1.61817254412654,-1.66387928727993,-0.689969564066534,-1.81765649783238,-1.11771427853357,-0.466953042052017,-0.719456205364674,-0.638924751812491,-0.629536592671143,-0.64573201465153,-0.692337476554652,-0.761683584844114,-0.644701704707767,-0.580109675376871
"Protein307",0.324570252074276,0.753959834899931,0.317947702797799,0.626475596723741,0.593991447023267,0.266186251478244,0.898680757919355,0.917070144441421,0.918640866004131,0.405140143080077,0.846614362931852,0.524185183128722,0.726990759826782,0.109598882270333,0.762543999748946,-0.178038700229202,0.813489378824151,0.844515616843935,1.10368237699672,1.16060528931082,0.828867215483534,0.90364670661441,1.10309086136789,1.17375092608739,0.559422984779402,1.06049817743004
"Protein308",5.87058354703129,7.59344570246654,6.14695756519146,7.15462708749713,7.13544131020923,6.06301954681567,7.22160404617454,5.94003721732167,6.38376158043079,NA,7.17463130138747,6.34884160814127,7.10938736965633,NA,7.26740203355566,NA,7.02240533630772,6.07346536401602,7.63926063018514,5.64631495276305,7.00625403594068,6.13401083086869,7.82525475831111,7.21991907655558,NA,6.87117794802137
"Protein309",3.89504450324898,5.93048440403892,4.44967732014482,5.44970141566569,5.19969807366251,4.29138693794218,5.64431497557893,4.31836320550625,2.62430360186093,4.91310359436473,4.96454386569316,4.61835891737896,5.09129164069116,4.47431097411663,5.0349345892801,3.37887922180357,3.26980050766443,4.42018933342244,5.47807736320843,4.01471150733644,3.45167254234561,4.54420882074612,5.59631147369099,5.49855553740002,4.20280496063215,5.28179521314865
"Protein310",NA,-1.41083624002151,NA,NA,NA,NA,-1.85206167215922,NA,-2.27362455382538,NA,-1.55967677286878,NA,-2.42373901607433,NA,NA,NA,-2.07926052345999,NA,-3.49985049411908,NA,NA,NA,-1.98481702408297,-2.19037864359498,NA,-1.8850312713604
"Protein311",-0.43028595778677,-0.356992737222479,-0.195671294340131,NA,-1.53474304134576,-0.310159063917612,-0.708074302626951,0.313959109808911,-0.528028276809662,-0.554585981129065,-0.0377855610366309,0.554581580450852,0.441545166330221,-0.316495112146174,-0.486310433706466,-1.4661269308471,-0.552403189208754,0.456347220059451,-1.19438326698161,-0.17164696248214,-0.573518725008912,-0.114150271671724,-0.951923154904573,-0.226974201908392,-1.00595398336476,-0.116280445523466
"Protein312",1.2115279653563,1.7120816602284,1.07930671531656,1.65776443941887,1.37581557798587,0.881514368161222,1.80893800389565,1.36758338043353,1.64016042332889,1.54552009576778,1.57002941403652,1.28254755754048,0.920710023054426,1.5759844819443,1.14808104723456,1.18045377797775,1.77997856579342,1.65394900431222,1.53942777713686,1.622098897494,1.54871962754185,1.53669882071025,1.54653097310715,1.27402273767074,1.28205135509552,1.55629854763083
"Protein313",3.15940015883613,3.41615406822296,2.98180287048543,3.43517326958005,3.26076727348948,3.65430112453609,3.83089497458842,3.16182220702899,3.47444763614433,2.94275558120432,3.40313821377309,3.44942293596363,2.94301716768088,3.00652422214253,3.55920560404017,2.87243961833621,3.33431694969362,3.4436679294656,2.81962284586924,3.12163637693714,3.56576278077291,3.14533968844935,3.28203010304271,3.16645653883325,2.93624055913752,2.55687021046653
"Protein314",3.04044484269385,3.32759947443561,2.918106365451,3.43412476504505,3.03558604315855,3.63017486024044,3.66720452127685,2.45630362034751,3.22072813225811,2.89794138530604,3.37555079558618,3.23824430786667,2.29402081695396,2.306590494009,3.40420937480065,2.8097005503233,3.15880097052055,3.27410379312061,2.54488624144606,3.07647313383723,3.45121356831666,2.37192542640441,2.82097235622738,2.99414843100245,2.68576009648,3.0484761327167
"Protein315",NA,-0.644692700726001,NA,NA,NA,NA,-0.97874852232081,NA,NA,NA,-1.1629717620903,NA,NA,-0.326558748488292,NA,NA,-1.48768226673468,NA,-1.56711305351984,-0.34159596760443,-1.16456118403602,NA,-1.37311057429635,-1.05408024083132,NA,-0.0402913333952064
"Protein316",5.82421755781157,-0.269055045966582,-1.32242819080482,4.33448300716601,5.76804780936161,9.49869145022538,2.11864633051246,1.2644159584095,4.45729532692622,3.69163771885314,0.545836055374348,0.124299043835904,2.98480843303185,1.19030085726562,4.50840814977077,7.33708314414128,3.55192384470467,0.353197860576856,4.64337935820805,4.83304326211106,2.6131203783221,2.74267332713965,4.32654607439866,3.65263655173304,3.92657046401337,-0.655188939467003
"Protein317",5.91955355240884,-1.20532276501773,-1.2301993702443,4.73642102439846,6.05101299145055,9.49869145022538,2.11864633051246,1.38480209517928,4.45729532692622,4.79754395033948,0.545836055374348,0.124299043835904,2.61698960760607,1.19030085726562,4.04561681765056,7.02313465649122,2.81927762180386,0.653682564154447,4.68545505934806,4.78289734132538,2.6131203783221,2.74267332713965,4.64432696501292,3.65174567856121,4.16481371314984,-1.08136025640483
"Protein318",5.7288815632143,1.08484298443231,-1.2301993702443,3.86762592381064,6.05101299145055,9.49869145022538,2.47357716404304,1.38480209517928,4.57918420435247,5.04464063688124,0.545836055374348,0.124299043835904,2.61698960760607,1.19030085726562,4.43301269505667,7.90545748526127,3.80540423246138,0.653682564154447,4.6048553501171,4.78289734132538,2.61401125149393,2.74267332713965,4.35394495678141,3.65263655173304,4.16481371314984,-1.50753157334265
"Protein319",NA,1.02319416917873,-0.926659146817583,0.500905000520422,0.937977794740963,-0.623664115533323,1.22084267196096,-0.16221155512493,0.524775804203745,NA,0.88870977783839,0.0678687064957764,0.480177601357799,NA,0.850821255483339,NA,0.695786142642717,NA,0.682440909338109,NA,0.289993555890135,-0.521022811186896,1.0014488959441,0.550977650414321,-0.56600363831862,0.756419421225875
"Protein320",-0.080035359474838,0.6853509784614,-0.0861241844527747,0.755392038590305,0.568554023568337,-0.767787279075744,1.47999380900733,-0.328376798344204,0.801105685251278,-0.408404941425504,1.09050259303091,-0.121870992851695,0.638481741661995,-0.000433433908501257,0.877029009748347,-0.639356829876562,0.359341510184326,0.822946292470391,1.01044433128262,-0.646300805395231,0.650901898694084,-1.98035904811774,0.52857833995346,0.697386505496757,-0.594249163772867,0.850071123010578
"Protein321",NA,NA,NA,-0.849623159762196,NA,-1.59023187173098,-0.435877516482609,NA,NA,NA,NA,NA,NA,NA,-0.724981523553076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protein322",0.287484922823907,0.931929265341392,-0.734341623253083,0.80566329809942,0.506827624954738,-1.20502813955427,1.34624951262769,-0.433178881629198,0.560939564491026,-1.04165202879602,1.20507136699981,-0.595173950574608,0.690033477658648,-0.14799761018643,0.674787573058495,-1.51607630978691,0.949474208590352,-0.630952629888403,0.661625807099011,-0.332826886921582,0.942600807849239,-0.532218193095755,0.543992915052009,0.803387815517107,-1.08217534826938,1.18460308791546
"Protein323",2.0525825583331,2.58835807308313,2.28529568749339,2.64793312667601,2.46522479760583,1.97330233160518,1.99530911390994,2.60051044435583,2.30341468891438,2.04671139518288,2.58291079802863,1.99961069079735,2.53524471512165,2.14440308230915,2.49986791495058,1.38755744303984,2.70120875036577,2.68753716659578,2.36144204246611,2.44135947608112,2.17905571229331,2.95176383520458,2.23551482041597,2.67453359350987,1.92924180621799,2.23091532779459
"Protein324",NA,-2.39329104993317,NA,NA,-2.98733304931719,-3.26904429972365,-4.06679656746432,NA,NA,NA,-2.52359597680499,NA,NA,NA,-4.28135948981142,NA,-4.4479601768761,NA,NA,NA,-3.29811568756238,NA,-3.30930072630835,NA,-3.54978547376331,NA
"Protein325",NA,0.0745956916020729,-0.398495431753588,NA,0.336420692187337,-1.27115343634214,0.289592595988919,NA,0.228296426909612,-0.967148880471644,0.678431390314746,-0.511077741276946,-0.10371433583153,NA,-0.178454924683717,NA,0.119991760447945,-0.79917220245229,-0.24391207894681,-0.886090443142291,0.274119035366725,-0.55751935191903,0.655164766899944,0.0539833547478601,-0.924827838755853,-0.848303793934118
"Protein326",0.677960858843623,0.604473528444146,1.64509944167435,2.92276402921566,2.10471572596734,1.64924528688771,0.460382424134814,2.80547200576711,2.91581014689148,3.29146306475983,2.73591971180889,3.92161864160828,3.65942638118308,3.32519365767676,3.89136501247578,3.2756403004528,2.91259131308819,3.6340215791432,2.51403586668848,2.33630088711847,1.95198250825939,3.39106942155088,2.80323918140956,NA,2.35665508962469,0.479349990053791
"Protein327",-1.87834924371449,NA,-6.28540808697247,-2.06611794192275,-1.49327984799721,NA,-1.25529932775879,NA,NA,NA,-5.96537775731058,NA,NA,NA,NA,-4.01404909970466,NA,NA,NA,NA,NA,NA,NA,-1.13003630303061,NA,NA
"Protein328",-1.87834924371449,NA,-6.28540808697247,-2.06611794192275,-1.49327984799721,NA,-1.25529932775879,NA,NA,NA,-5.96537775731058,NA,NA,NA,NA,-4.01404909970466,NA,NA,NA,NA,NA,NA,NA,-1.13003630303061,NA,NA
"Protein329",2.26906412352665,2.81739294071021,1.45948634504413,2.29429092616641,2.29020222175332,1.45688302299011,3.00685152629387,1.45933296425057,2.70428267663696,2.8977361644899,2.31323924036869,2.0643415085399,2.60369681251154,2.04172299882743,2.29457246360979,1.29479502459814,2.58974588455238,2.47873734239093,2.72011386915231,2.42894222597267,2.57641566974876,2.26152850185169,2.8898695448809,2.37009599331141,1.32381992940448,2.87328777791375
"Protein330",NA,-0.354372022303913,NA,NA,-2.96491408965403,-3.67810176304545,-0.555631592392356,-1.992227736212,-1.11521000725952,-2.83692354394115,-0.0968781346391872,NA,-1.28099115314203,NA,-0.420579100872681,NA,-0.444374354762919,-1.10692534416721,-1.59542373927782,-1.62771078742783,-0.162742340749634,NA,-0.105935727033316,-0.742834756593059,NA,-0.618560544765687
"Protein331",-0.42716319868795,NA,-0.669984770342548,NA,NA,-1.27246034762889,-0.849515959112461,-0.524278072814074,NA,-1.24417899011416,NA,-1.36370549055154,NA,-1.09131205259217,-0.840385195996017,-2.04901084370798,NA,-0.845351638035922,NA,-0.446870854003055,-0.824833236619604,0.0454858414428756,NA,NA,-0.305120577596771,NA
"Protein332",-2.38491952377682,NA,NA,NA,NA,-1.50644717894658,NA,NA,NA,NA,NA,-0.252363180829256,NA,NA,NA,NA,NA,0.333362698155956,NA,NA,NA,NA,NA,NA,-2.15920666243435,NA
"Protein333",NA,-0.703183086164174,NA,-0.838263297597646,-1.12678989053438,NA,-0.183332635102849,NA,-0.946738000416102,NA,-1.10888776615388,NA,-0.776011388664718,NA,-0.691641094556727,NA,-0.939528624075688,-1.89873409168853,-0.745378862119306,-2.1984692518354,-1.13670577431845,-3.01600353573661,-0.783564349268239,-0.440758742534285,NA,-0.341090536632876
"Protein334",0.147908918805545,0.173694833157684,0.392758747298938,0.710627348091055,1.16547286821672,1.21022352521828,0.377963536263241,-0.100259389573392,0.563915456942136,0.704015986855987,1.19694927775928,0.785607644497503,0.540109198673795,1.01686828486373,0.800318202296218,-0.176398249645039,1.00651545418159,1.35424198064456,1.06283892220137,0.705950737454107,0.495168495062178,0.904916960601312,0.417571004919346,1.0263741124473,1.12377611525029,1.50767104334039
"Protein335",NA,0.403784624346738,NA,-0.608898693416384,-0.380990801955564,NA,-0.185642661103373,NA,-0.102569766498732,NA,-0.200325869341107,NA,-0.0226645380129504,NA,-0.272159270463749,NA,0.19711269974411,-1.03191718513007,-0.224375294295188,NA,0.136405267812933,NA,0.00560513270529661,-0.304287050256093,NA,0.329964958981789
"Protein336",0.145817251621207,2.74043223470604,0.367371576762302,1.98531513150757,1.65089470463189,0.862274605548683,2.3762109472843,0.631663295573166,1.90024078797407,0.679073465155859,0.603295391441328,0.392552126850045,1.46326560159184,0.847283578689883,1.82755281338279,0.436252503397647,NA,1.07409944515307,2.07919870178083,0.626267380631207,1.8386521657713,-0.810947027508639,1.90109336939464,1.86254586669061,0.185048519570277,2.1082221468607
"Protein337",NA,-2.0204711278907,NA,NA,NA,NA,-1.08846307411081,NA,NA,NA,NA,NA,-2.72521122851609,NA,NA,NA,NA,-3.3315568549346,NA,-0.425328205440493,NA,NA,NA,NA,NA,NA
"Protein338",NA,0.662170978068575,-1.46829704303271,0.327139952578836,-0.719560897956983,-1.13460859518586,1.11057690155163,-0.0607305430182201,0.441157221103953,0.200479360938132,0.636754539163373,0.181290933527247,0.242151896438166,0.0179595646214086,0.550712608023968,-1.32038301573182,0.710762923583665,0.0653081297156923,0.360189287918237,0.427040515647807,0.374942923343864,0.14026910306152,0.480092837251987,0.313962251911583,-0.521416278939142,0.440322033928858
"Protein339",5.73197487889514,4.11823783746621,7.1312234855085,3.46297635490751,3.82681142537408,7.14636398564915,3.78056578747891,6.79340575634578,3.10905720449981,6.03763916266731,3.42427907322027,7.23753775711188,2.04561156866928,5.97805393388351,4.11533489010694,5.5790510093139,4.09593663346804,6.53328947127707,1.47908556268536,6.8879556257279,4.23409509878139,5.98637992156817,4.00049394067157,3.73912799820308,6.33747826623753,4.08051672966756
"Protein340",NA,NA,NA,NA,NA,-1.0182387957884,NA,-0.0793005854298414,0.215366738155922,-0.956262980755778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.169366313643579,NA,-0.418398466489869
"Protein341",NA,2.22798339411832,NA,2.26920666050225,2.06562160862364,NA,2.30783564625951,-0.619228213156898,2.58035652929525,NA,2.29342765446419,0.154761540310833,2.28726475079899,0.159533477282825,2.47632826871634,-1.401833058871,2.05264165353892,-0.16152274417178,2.47859656915273,-0.404228691393927,2.46924252043517,-0.66989046789044,2.33392612486836,2.30000825338581,-1.1146204954323,2.74204087123946
"Protein342",-2.27852523736219,3.08756246505711,0.976867918404791,2.97598389426831,2.64427148550665,0.590714426613956,3.22590120494728,1.30667574110189,3.32122436084804,1.00077679895869,2.48521818556684,0.995118155517346,2.85247423123321,0.604997402419913,2.46357071803391,0.0602193959491828,2.97609788094406,1.92483040507686,3.38748017756321,1.28755385932367,2.90364947757069,0.994727344413834,2.99469921068824,3.25694575328551,0.956088055406907,3.53813744571113
"Protein343",NA,-0.516699897045854,NA,-0.917280539000977,NA,-1.97629247230603,NA,NA,NA,NA,NA,NA,NA,NA,-0.832792139612483,NA,-0.638188934201594,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protein344",NA,1.72846103727826,0.0658894073898253,0.853107144701712,1.29041597018558,NA,1.44455396452405,0.316684909512716,0.687142487225018,-0.219929367522952,1.60324298942181,0.109421981916324,0.67326884398657,-0.323390117544406,1.02710557461992,-0.775754906221763,1.14467563640422,-0.341564305401356,0.37764965161725,-0.0646200513061768,1.39480452098906,-0.231955864460762,1.58804550131337,0.997854443822701,-0.845828540983556,0.683054761810578
"Protein345",NA,2.80536627742873,1.92238937391809,2.47064511466063,2.50343483831226,0.563482703458837,2.87670008469488,1.4754240298526,-1.16455082512257,0.964663971063329,2.71394769801655,1.61852968618131,2.04400172869512,NA,2.44271173943573,1.07870846184468,1.43258572190355,1.41650014041306,NA,1.04699804607202,2.62916189412941,1.37523682516642,1.44991278421389,2.35456711183322,NA,2.74336997781791
"Protein346",-3.77743196442479,2.55197498521907,NA,2.52162935680562,2.20313252995418,-3.10281656655876,1.78914262710697,-2.10071349859351,2.5303131484008,NA,-1.55895692868538,-1.07488447758465,2.43894981948187,-1.34531561127589,2.16819939851025,NA,2.44366941964726,-0.967853325772325,2.46811679806465,-2.23780615371421,1.93873673053907,NA,2.52826452384317,2.39689830019397,NA,2.47497201083095
"Protein347",-0.653858127807074,-0.0342458032170692,-1.73835086648218,-1.25905613202101,-0.558774057494546,-1.21757503294184,0.0337598663447567,0.3009967840517,-0.163677924031617,-1.08728532210054,0.143041177209163,-0.550864344783587,-0.647012713268225,-1.56306560235914,NA,NA,-0.130457285051513,-0.425405049163818,-0.511374103428832,-0.103603615224086,0.0196919742455792,NA,-2.16944581131225,-0.388480515475255,NA,-0.00450283607723634
"Protein348",-0.624441909177474,-0.346725156833442,-1.02312934204117,NA,NA,-1.28433640233824,0.387558260899407,-0.864758866008279,0.207774793788275,-1.9379591485564,-0.536016391061636,-0.00846565975336944,-0.957847402518573,-0.0221602184677412,-0.184756414418877,-1.63098671699825,-0.149705262865808,-0.485814836065168,-1.16340508506513,-0.347893311786422,-1.02732913853223,-1.49684278021489,-1.11369534772939,-0.21959660317424,NA,-1.14902503192969
"Protein349",NA,0.779444179996419,NA,0.407242381286263,0.315182509312173,-0.692252027190218,0.961404802132673,-0.6221497217559,NA,-0.553668927854947,0.356705572098953,NA,NA,-1.32355948892671,0.158810312883407,-2.25308681553783,NA,NA,0.0866947952919794,-1.03538977512861,0.736355869315624,-0.897705053893219,0.366890526485887,-3.28825670127302,-2.09007033374454,0.809017506305921
"Protein350",NA,-0.78387024987844,NA,-1.6009155354275,-1.62709337222408,NA,-1.18757905999187,NA,-1.48649800625133,NA,-1.22930494178446,NA,NA,NA,-2.0607120644955,NA,-1.73040814123641,NA,-1.49744109148694,NA,-1.49549155958521,NA,-1.99788041880369,-1.30987965567211,NA,-1.39622354718609
"Protein351",NA,0.888444485088698,NA,0.627959436219964,-1.37612637067881,NA,1.06755859676164,NA,0.852333724771828,NA,0.936871067072431,NA,1.00562665601402,NA,0.596709055012524,NA,1.17752021353068,NA,1.21433202182235,-2.06393390857941,0.954364842435432,NA,0.543257886081493,1.17337203535801,NA,1.08419610133552
"Protein352",-1.54122893187728,-1.18920121164023,-0.833250634091439,-0.982728474544189,-1.45100946248788,-0.158036742907382,-1.0539387444815,-0.926153032767965,-1.3347642306202,-0.0165016761946024,-1.54373752905474,-0.28319527087741,-1.32632511465113,-0.0414229729984257,-0.741787470901391,-0.856809186067632,-0.865637934832291,0.254148605490027,-0.832323959654047,0.611064296623859,-1.30210956281017,-0.452738858957806,-1.01450304037978,-0.867770579636517,-0.0618018531381122,-0.950401437208768
